Sorted Json formula,prototype,prototype_name,prototype_formula,DOIs
"{""A"": {""Ba"": 0.5, ""Sr"": 0.5}, ""B"": {""Hf"": 0.2, ""Nb"": 0.2, ""Sn"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.scriptamat.2017.08.040']
"{""A"": {""Sr"": 1.0}, ""B"": {""Hf"": 0.2, ""Mn"": 0.2, ""Sn"": 0.2, ""Ti"": 0.2, ""Y"": 0.012, ""Zr"": 0.188}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1080/21870764.2019.1595931']
"{""A"": {""Ca"": 0.24, ""Ce"": 0.21, ""K"": 0.07, ""La"": 0.18, ""Na"": 0.3}, ""B"": {""Ti"": 1.0}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.3390/nano10020268']
"{""A"": {""Ba"": 0.5, ""Sr"": 0.5}, ""B"": {""Hf"": 0.3333, ""Ti"": 0.3333, ""Zr"": 0.3333}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1002/cssc.201902705']
"{""A"": {""Ba"": 0.3333, ""Bi"": 0.3333, ""Sr"": 0.3333}, ""B"": {""Fe"": 0.25, ""Hf"": 0.25, ""Ti"": 0.25, ""Zr"": 0.25}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1002/cssc.201902705']
"{""A"": {""Ba"": 1.0}, ""B"": {""Hf"": 0.2, ""Sn"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.ceramint.2019.11.239']
"{""A"": {""Sr"": 1.0}, ""B"": {""Hf"": 0.2, ""Sn"": 0.2, ""Ti"": 0.2, ""Y"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.ceramint.2020.04.060']
"{""A"": {""Ba"": 0.2, ""Bi"": 0.2, ""Ca"": 0.2, ""Na"": 0.2, ""Sr"": 0.2}, ""B"": {""Ti"": 1.0}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}","['https://doi.org/10.1016/j.ceramint.2025.04.284', 'https://doi.org/10.1063/1.5126652', 'https://doi.org/10.61343/jcm.v2i02.112', ""https://doi.org/['10.1063/1.5126652', '10.1038/s41467-022-30821-7', '10.1038/s41467-025-56181-6', '10.1038/s41467-025-61030-7']""]"
"{""A"": {""Bi"": 0.1, ""Ca"": 0.2, ""Ce"": 0.1, ""K"": 0.1, ""La"": 0.1, ""Li"": 0.1, ""Na"": 0.1, ""Sr"": 0.2}, ""B"": {""Ti"": 1.0}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1007/s10853-020-04482-0']
"{""A"": {""Ba"": 0.2, ""Bi"": 0.2, ""Ca"": 0.2, ""K"": 0.2, ""Na"": 0.2}, ""B"": {""Ti"": 1.0}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.ceramint.2020.05.090']
"{""A"": {""Ba"": 0.25, ""Ca"": 0.25, ""La"": 0.25, ""Sr"": 0.25}, ""B"": {""Ti"": 1.0}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.jallcom.2021.162858']
"{""A"": {""Ba"": 0.2, ""Ca"": 0.2, ""La"": 0.2, ""Pb"": 0.2, ""Sr"": 0.2}, ""B"": {""Ti"": 1.0}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.jmst.2021.05.016']
"{""A"": {""Sr"": 1.0}, ""B"": {""Cr"": 0.2, ""Fe"": 0.2, ""Mo"": 0.2, ""Nb"": 0.2, ""Ti"": 0.2}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1021/acssuschemeng.0c03849']
"{""A"": {""Ba"": 0.2, ""La"": 0.1, ""Sr"": 0.7}, ""B"": {""Nb"": 0.1, ""Ti"": 0.9}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1039/D2TA06576B']
"{""A"": {""K"": 1.0}, ""B"": {""Co"": 0.2, ""Fe"": 0.2, ""Mg"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""F"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1021/jacs.9b12377']
"{""A"": {""K"": 1.0}, ""B"": {""Co"": 0.2, ""Mg"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""C"": {""F"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1021/jacs.9b12377']
"{""A"": {""K"": 1.0}, ""B"": {""Co"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""C"": {""F"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1021/jacs.9b12377']
"{""A"": {""K"": 1.0}, ""B"": {""Co"": 0.2, ""Cu"": 0.2, ""Mg"": 0.2, ""Ni"": 0.2, ""Zn"": 0.2}, ""C"": {""F"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1021/jacs.9b12377']
"{""A"": {""Ba"": 0.95, ""K"": 0.05}, ""B"": {""Co"": 0.2, ""Ga"": 0.2, ""Zn"": 0.2, ""Zr"": 0.2, ""Y"": 0.2}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1021/acsmaterialslett.4c00806']
"{""A"": {""Ba"": 1.0}, ""B"": {""Co"": 0.2, ""Fe"": 0.2, ""Pr"": 0.2, ""Sn"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.cclet.2022.107776']
"{""A"": {""Ba"": 1.0}, ""B"": {""Co"": 0.2, ""Ga"": 0.2, ""Zn"": 0.2, ""Y"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.ceramint.2023.09.166']
"{""A"": {""Ba"": 0.1667, ""Ca"": 0.1667, ""La"": 0.1667, ""Nd"": 0.1667, ""Pr"": 0.1667, ""Sr"": 0.1667}, ""B"": {""Co"": 1.0}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1007/s40820-022-00967-6']
"{""A"": {""Sr"": 1.0}, ""B"": {""Ce"": 0.2, ""Gd"": 0.2, ""Hf"": 0.2, ""Yb"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1111/ijac.14278']
"{""A"": {""Ba"": 0.0164, ""Bi"": 0.082, ""K"": 0.1639, ""Li"": 0.0656, ""Na"": 0.6557, ""Sc"": 0.0164}, ""B"": {""Hf"": 0.08, ""Nb"": 0.68, ""Sb"": 0.04, ""Ta"": 0.08, ""Zr"": 0.1}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1038/s41467-022-30821-7']
"{""A"": {""Bi"": 0.2, ""K"": 0.2, ""La"": 0.2, ""Na"": 0.2, ""Sr"": 0.2}, ""B"": {""Nb"": 0.05, ""Ti"": 0.95}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1038/s41467-025-56181-6']
"{""A"": {""Ba"": 0.34, ""Bi"": 0.5, ""Ca"": 0.1, ""Sr"": 0.06}, ""B"": {""Mg"": 0.25, ""Ti"": 0.75}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.26599/jac.2024.9220964']
"{""A"": {""Ba"": 0.76, ""Bi"": 0.2, ""Na"": 0.04}, ""B"": {""Al"": 0.04, ""Mg"": 0.04, ""Sn"": 0.04, ""Ta"": 0.04, ""Ti"": 0.76, ""Zn"": 0.04, ""Zr"": 0.04}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1038/s41467-025-63173-z']
"{""A"": {""Ba"": 0.2, ""Bi"": 0.4, ""K"": 0.2, ""Na"": 0.2}, ""B"": {""Hf"": 0.3, ""Ti"": 0.7}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1021/jacs.5c07213']
"{""A"": {""Bi"": 0.36, ""La"": 0.13, ""Na"": 0.34, ""Sr"": 0.17}, ""B"": {""Hf"": 0.05, ""Mg"": 0.08, ""Ta"": 0.01, ""Ti"": 0.86}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1038/s41467-025-56443-3']
"{""A"": {""Bi"": 0.5, ""Na"": 0.5}, ""B"": {""Fe"": 0.2, ""Hf"": 0.2, ""Nb"": 0.2, ""Sn"": 0.2, ""Ti"": 0.2}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1002/adfm.202502853']
"{""A"": {""Bi"": 0.6259, ""La"": 0.0576, ""Mg"": 0.2806, ""Sr"": 0.036}, ""B"": {""Mn"": 0.2459, ""Ti"": 0.6721, ""Zr"": 0.082}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1038/s41467-024-49170-8']
"{""A"": {""Bi"": 0.3525, ""La"": 0.074, ""Na"": 0.2775, ""Sr"": 0.259}, ""B"": {""Mg"": 0.0375, ""Ti"": 0.925, ""Zr"": 0.0375}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1038/s41467-025-63584-y']
"{""A"": {""Ba"": 0.33, ""Bi"": 0.32, ""Ca"": 0.11, ""Na"": 0.07, ""Sm"": 0.07, ""Sr"": 0.1}, ""B"": {""Fe"": 0.32, ""Ti"": 0.63, ""Zr"": 0.05}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1126/science.adl2931']
"{""A"": {""Ba"": 0.3333, ""Bi"": 0.3333, ""Na"": 0.3333}, ""B"": {""Fe"": 0.2222, ""Nb"": 0.2222, ""Ti"": 0.5556}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1038/s41467-024-51766-z']
"{""A"": {""Ba"": 0.2, ""Ca"": 0.2, ""La"": 0.2, ""Li"": 0.2, ""Sr"": 0.2}, ""B"": {""Al"": 0.1, ""Ti"": 0.9}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.ceramint.2021.11.041']
"{""A"": {""Li"": 0.5, ""Sr"": 0.5}, ""B"": {""Hf"": 0.2, ""Sn"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.2298/PAC2303264K']
"{""A"": {""Ba"": 0.5, ""Li"": 0.5}, ""B"": {""Hf"": 0.2, ""Nb"": 0.2, ""Sn"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",SrTiO3,Perovskite - Cubic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.2298/PAC2303264K']
"{""A"": {""Bi"": 0.8571, ""Mg"": 0.1429}, ""B"": {""Nb"": 0.3333, ""Ta"": 0.3333, ""Zn"": 0.3333}, ""C"": {""O"": 1.0}}",,Perovskite - Layered,,['https://doi.org/10.1007/s40145-022-0613-3']
"{""A"": {""Bi"": 0.8125, ""La"": 0.1875}, ""B"": {""Hf"": 0.1667, ""Sn"": 0.1667, ""Ti"": 0.5, ""Zr"": 0.1667}, ""C"": {""O"": 1.0}}",,Perovskite - Layered,,['https://doi.org/10.1038/s41563-022-01274-6']
"{""A"": {""Bi"": 0.625, ""La"": 0.0938, ""Nd"": 0.0938, ""Pr"": 0.0938, ""Sm"": 0.0938}, ""B"": {""Ti"": 1.0}, ""C"": {""O"": 1.0}}",,Perovskite - Layered,,"[""https://doi.org/['10.4236/wjcmp.2016.63022', '10.1038/s41560-023-01300-0']""]"
"{""A"": {""Bi"": 0.5, ""La"": 0.125, ""Nd"": 0.125, ""Pr"": 0.125, ""Sm"": 0.125}, ""B"": {""Ti"": 1.0}, ""C"": {""O"": 1.0}}",,Perovskite - Layered,,['https://doi.org/10.4236/wjcmp.2016.63022']
"{""A"": {""Ba"": 0.25, ""Ca"": 0.25, ""Pb"": 0.25, ""Sr"": 0.25}, ""B"": {""Bi"": 1.0}, ""C"": {""Nb"": 1.0}, ""D"": {""O"": 1.0}}",BaBi2Nb2O9,Perovskite - Layered,"{'A': 1, 'B': 2, 'C': 2, 'D': 9}",['https://doi.org/10.1016/j.matdes.2020.109447']
"{""A"": {""Ba"": 0.2, ""Ca"": 0.2, ""Na"": 0.1, ""Nd"": 0.1, ""Pb"": 0.2, ""Sr"": 0.2}, ""B"": {""Bi"": 1.0}, ""C"": {""Nb"": 1.0}, ""D"": {""O"": 1.0}}",BaBi2Nb2O9,Perovskite - Layered,"{'A': 1, 'B': 2, 'C': 2, 'D': 9}",['https://doi.org/10.1016/j.matdes.2020.109447']
"{""A"": {""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2}, ""B"": {""Cu"": 1.0}, ""C"": {""O"": 1.0}}",Sr2TiO4,Perovskite - RP Layered,"{'A': 2, 'B': 1, 'C': 4}",['https://doi.org/10.1016/j.ijhydene.2024.08.316']
"{""A"": {""Co"": 0.0667, ""Cu"": 0.0667, ""Fe"": 0.0667, ""Ni"": 0.0667, ""Pr"": 0.3333, ""Sr"": 0.3333, ""Zn"": 0.0667}, ""B"": {""O"": 1.0}}",Sr2TiO4,Perovskite - RP Layered,"{'A': 2, 'B': 1, 'C': 4}",['https://doi.org/10.1016/j.mtchem.2024.101960']
"{""A"": {""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2}, ""B"": {""Cu"": 1.0}, ""C"": {""O"": 1.0}}",Sr2TiO4,Perovskite - RP Layered,"{'A': 2, 'B': 1, 'C': 4}",['https://doi.org/10.1016/j.jallcom.2021.162548']
"{""A"": {""Ba"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sr"": 0.2}, ""B"": {""Ni"": 1.0}, ""C"": {""O"": 1.0}}",Sr2TiO4,Perovskite - RP Layered,"{'A': 2, 'B': 1, 'C': 4}",['https://doi.org/10.1039/d5ee00993f']
"{""A"": {""Ca"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sr"": 0.2}, ""B"": {""Ni"": 1.0}, ""C"": {""O"": 1.0}}",Sr2TiO4,Perovskite - RP Layered,"{'A': 2, 'B': 1, 'C': 4}",['https://doi.org/10.1016/j.cej.2025.159463']
"{""A"": {""La"": 0.6, ""Sr"": 0.4}, ""B"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",Sr2TiO4,Perovskite - RP Layered,"{'A': 2, 'B': 1, 'C': 4}",['https://doi.org/10.1016/j.jmst.2023.11.018']
"{""A"": {""Pr"": 0.9836, ""Y"": 0.0164}, ""B"": {""Cu"": 0.1538, ""Nb"": 0.0256, ""Ni"": 0.7692, ""Ta"": 0.0256, ""Zr"": 0.0256}, ""C"": {""O"": 1.0}}",Sr2TiO4,Perovskite - RP Layered,"{'A': 2, 'B': 1, 'C': 4}",['https://doi.org/10.1016/j.ijhydene.2024.03.248']
"{""A"": {""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Co"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}","['https://doi.org/10.1016/j.jeurceramsoc.2017.12.058', 'https://doi.org/10.1063/5.0004125']"
"{""A"": {""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Cr"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}","['https://doi.org/10.1016/j.jeurceramsoc.2017.12.058', 'https://doi.org/10.1063/5.0004125']"
"{""A"": {""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Fe"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}","['https://doi.org/10.1016/j.jeurceramsoc.2017.12.058', 'https://doi.org/10.1063/5.0004125']"
"{""A"": {""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Mn"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.jeurceramsoc.2017.12.058']
"{""A"": {""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Ni"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.jeurceramsoc.2017.12.058']
"{""A"": {""Gd"": 1.0}, ""B"": {""Co"": 0.2, ""Cr"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}","['https://doi.org/10.1016/j.jeurceramsoc.2017.12.058', 'https://doi.org/10.1103/PhysRevMaterials.3.034406', 'https://doi.org/10.26599/JAC.2023.9220751']"
"{""A"": {""La"": 1.0}, ""B"": {""Co"": 0.2, ""Cr"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}","['https://doi.org/10.1016/j.jeurceramsoc.2017.12.058', 'https://doi.org/10.1103/PhysRevMaterials.3.034406', 'https://doi.org/10.1103/PhysRevMaterials.4.014404', 'https://doi.org/10.26599/JAC.2023.9220751']"
"{""A"": {""Nd"": 1.0}, ""B"": {""Co"": 0.2, ""Cr"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}","['https://doi.org/10.1016/j.jeurceramsoc.2017.12.058', 'https://doi.org/10.1103/PhysRevMaterials.3.034406']"
"{""A"": {""Sm"": 1.0}, ""B"": {""Co"": 0.2, ""Cr"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}","['https://doi.org/10.1016/j.jeurceramsoc.2017.12.058', 'https://doi.org/10.1103/PhysRevMaterials.3.034406']"
"{""A"": {""Y"": 1.0}, ""B"": {""Co"": 0.2, ""Cr"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}","['https://doi.org/10.1016/j.jeurceramsoc.2017.12.058', 'https://doi.org/10.1103/PhysRevMaterials.3.034406']"
"{""A"": {""Gd"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Co"": 0.2, ""Cr"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}","['https://doi.org/10.1016/j.jeurceramsoc.2017.12.058', 'https://doi.org/10.1103/PhysRevMaterials.3.034406', 'https://doi.org/10.1016/j.scriptamat.2019.02.039']"
"{""A"": {""Ba"": 0.2, ""Ca"": 0.2, ""Mg"": 0.2, ""Pb"": 0.2, ""Sr"": 0.2}, ""B"": {""Fe"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.3390/nano10020268']
"{""A"": {""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2}, ""B"": {""Ni"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1063/1.5133710']
"{""A"": {""Er"": 0.2, ""Eu"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Y"": 0.2}, ""B"": {""Al"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.jmst.2020.02.011']
"{""A"": {""La"": 1.0}, ""B"": {""Co"": 0.2, ""Cr"": 0.2, ""Ga"": 0.2, ""Ge"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.3390/ma18173966']
"{""A"": {""Y"": 1.0}, ""B"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.ceramint.2025.08.442']
"{""A"": {""La"": 1.0}, ""B"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}","['https://doi.org/10.1016/j.ceramint.2021.03.052', 'https://doi.org/10.1016/j.ceramint.2025.08.442']"
"{""A"": {""Ca"": 0.4, ""Gd"": 0.3, ""La"": 0.3}, ""B"": {""Hf"": 0.2, ""Nb"": 0.2, ""Ta"": 0.2, ""Ti"": 0.2, ""Zr"": 0.2}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.jmst.2024.02.089']
"{""A"": {""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2}, ""B"": {""Al"": 0.6, ""Co"": 0.4}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.ceramint.2024.01.249']
"{""A"": {""Ca"": 0.2, ""Eu"": 0.2, ""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2}, ""B"": {""Al"": 0.6, ""Co"": 0.4}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.ceramint.2024.01.249']
"{""A"": {""Ba"": 0.25, ""Gd"": 0.1, ""La"": 0.1, ""Nd"": 0.1, ""Pr"": 0.1, ""Sm"": 0.1, ""Sr"": 0.25}, ""B"": {""Co"": 0.75, ""Fe"": 0.25}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1007/s10008-024-06100-4']
"{""A"": {""Ba"": 0.5, ""Gd"": 0.1, ""La"": 0.1, ""Nd"": 0.1, ""Pr"": 0.1, ""Sm"": 0.1}, ""B"": {""Co"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1021/acsenergylett.4c00037']
"{""A"": {""Ba"": 0.2, ""Ca"": 0.2, ""La"": 0.2, ""Pr"": 0.2, ""Sr"": 0.2}, ""B"": {""Fe"": 1.0}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1021/acsami.4c02957']
"{""A"": {""Ba"": 0.5, ""Gd"": 0.5}, ""B"": {""Co"": 0.2, ""Cu"": 0.2, ""Fe"": 0.2, ""Mn"": 0.2, ""Ni"": 0.2}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.15541/jim20220551']
"{""A"": {""Ba"": 0.25, ""La"": 0.1, ""Nd"": 0.1, ""Pr"": 0.1, ""Sm"": 0.1, ""Sr"": 0.25, ""Y"": 0.1}, ""B"": {""Co"": 0.75, ""Fe"": 0.25}, ""C"": {""O"": 1.1}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.jallcom.2023.172102']
"{""A"": {""Ba"": 0.25, ""Gd"": 0.1, ""La"": 0.1, ""Pr"": 0.1, ""Sm"": 0.1, ""Sr"": 0.25, ""Y"": 0.1}, ""B"": {""Co"": 0.75, ""Fe"": 0.25}, ""C"": {""O"": 1.0}}",LaMnO3,Perovskite -Orthorhombic,"{'A': 1, 'B': 1, 'C': 3}",['https://doi.org/10.1016/j.jallcom.2023.172102']
